code, english name,repair group, shop, car, part group 
r4_kolektor_wydechowy_sohc_1, "Exhaust Manifold (I4 SOHC)", 2, "Engine/MainShop", 0
r4_kolektor_wydechowy2, "Exhaust Manifold (I4 TURBO)", 2, "Engine/MainShop", 0
r4_kolo_pasowe_walu, "Crankshaft Pulley (I4)", 0, "Engine/MainShop", 0
r4_miska_olejowa, "Oil Pan (I4)", 2, "Engine/MainShop", 2
r4_oslona, "Timing Cover (I4)", 1, "Engine/MainShop", 0
r4_oslona_sohc, "Timing Cover (I4 SOHC)", 1, "Engine/MainShop", 0
r4_pasek1, "Serpentine Belt A", 0, "Engine/MainShop", 0
r4_pasek2, "Serpentine Belt B", 0, "Engine/MainShop", 0
r4_pasek2_sohc, "Serpentine Belt (I4 SOHC)", 0, "Engine/MainShop", 0
r4_pasek3, "Timing Belt", 0, "Engine/MainShop", 0
r4_pasek3_sohc, "Timing Belt (I4 SOHC)", 0, "Engine/MainShop", 0
r4_pokrywa_glowicy, "Engine Head Cover (I4)", 1, "Engine/MainShop", 0
r4_pokrywa_glowicy_sohc_1, "Engine Head Cover (I4 SOHC)", 1, "Engine/MainShop", 0
r4_pompa_wody, "Water Pump (I4)", 3, "Engine/MainShop", 0
r4_pompa_wspomagania, "Power Steering Pump (I4)", 4, "Engine/MainShop", 0
r4_przepustnica, "Throttle (I4)", 4, "Engine/MainShop", 0
r4_walek_rozrzadu, "Camshaft", 3, "Engine/MainShop", 0
r4_walek_rozrzadu_sohc_1, "Camshaft (I4 SOHC)", 3, "Engine/MainShop", 0
rolka_gladka, "Idler Roller A", 0, "Engine/MainShop", 0
rolka_pompy_wody, "Water Pump Pulley", 0, "Engine/MainShop", 0
rolka_prowadzaca, "Idler Roller B", 0, "Engine/MainShop", 0
rolka_walka, "Cam Gear", 0, "Engine/MainShop", 0
rolka_walka_sohc, "Cam Gear (I4 SOHC)", 0, "Engine/MainShop", 0
sankiPrzod_1, "Front Suspension Crossmember", 2, "Suspension/MainShop", 2
sankiPrzod_2, "Front Suspension Crossmember B", 2, "Suspension/MainShop", 2
sankiTyl_1, "Rear Suspension Crossmember", 2, "Suspension/MainShop", 2
sankiTyl_2, "Rear Suspension Crossmember (RWD)", 2, "Suspension/MainShop", 2
serwoHamulca_1, "Brake Servo", 3, "Brakes/MainShop", 0
sprezynaTyl_1, "Rear Spring", 0, "Suspension/MainShop", 1
sprezynnaPrzod_1, "Front Spring", 0, "Suspension/MainShop", 1
stabilizatorPrzod_1, "Front Sway Bar", 0, "Suspension/MainShop", 2
stabilizatorTyl_1, "Rear Sway Bar A", 0, "Suspension/MainShop", 2
stabilizatorTyl_2, "Rear Sway Bar B", 0, "Suspension/MainShop", 2
szczeki_1, "Brake Shoe", 3, "Brakes/MainShop", 1
szczekiCylinder_1, "Drum Brake Cylinder", 3, "Brakes/MainShop", 1
tarcza_sprzegla, "Clutch Plate", 4, "Gearbox/MainShop", 2
tarczaHamulcowa_1, "Brake Disc", 0, "Brakes/MainShop", 1
tarczaWentylowana_1, "Brake Disc Ventilated", 0, "Brakes/MainShop", 1
tlok_1, "Piston with Conrod", 0, "Engine/MainShop", 0
tlok_1_pokrywa_stopy, "Rod Cap", 1, "Engine/MainShop", 2
tlok_1_pierscienie_1, "Piston Rings", 0, "Engine/MainShop", 0
tuleja_1, "Rubber Bushing", 0, "Suspension/MainShop", 3
tulejaMala_1, "Small Rubber Bushing", 0, "Suspension/MainShop", 3
turbo_2, "Turbocharger", 4, "Engine/MainShop", 0
v8_blok, "Engine Block (V8)", 4, "Engine/MainShop", 0
v8_blok_stary, "Engine Block (V8 OHV)", 4, "Engine/MainShop", 0
v8_dzwigniazaworu, "Rocker Arm", 0, "Engine/MainShop", 0
v8_filtr_oleju, "Oil Filter (V8)", 0, "Engine/MainShop", 2
v8_filtr_oleju_stary, "Oil Filter (V8 OHV)", 0, "Engine/MainShop", 2
v8_gaznik_1, "Carburetor (4-barrel)", 3, "Engine/MainShop", 0
v8_gearbox, "Gearbox (V8)", 4, "Gearbox/MainShop", 2
v8_gearbox_4x4, "Gearbox (V8 4x4)", 4, "Gearbox/MainShop", 2
v8_gearbox_stary, "Gearbox (V8 OHV)", 4, "Gearbox/MainShop", 2
v8_glowica, "Engine Head (V8)", 4, "Engine/MainShop", 0
v8_glowica_stara, "Engine Head (V8 OHV)", 4, "Engine/MainShop", 0
v8_kolektor, "Intake Manifold (V8)", 3, "Engine/MainShop", 0
v8_kolektor_wydechowy, "Exhaust Manifold (V8)", 2, "Engine/MainShop", 0
v8_kolektor_wydechowy_stary_1, "Exhaust Manifold (V8 OHV)", 2, "Engine/MainShop", 0
v8_kolektordolotowy_1x4, "Intake Manifold (1 carb)", 3, "Engine/MainShop", 0
v8_kolektordolotowy_2x4, "Intake Manifold (2 carbs)", 3, "Engine/MainShop", 0
v8_kolo_pasowe_walu, "Crankshaft Pulley (V8)", 0, "Engine/MainShop", 0
v8_kolo_pasowe_walu_stare, "Crankshaft Pulley (V8 OHV)", 0, "Engine/MainShop", 0
v8_kolo_zamachowe, "Flywheel", 0, "Gearbox/MainShop", 2
v8_lancuch_stary, "Timing Chain (V8 OHV)", 0, "Engine/MainShop", 0
v8_miska_olejowa, "Oil Pan (V8)", 2, "Engine/MainShop", 2
v8_miska_olejowa_stara, "Oil Pan (V8 OHV)", 2, "Engine/MainShop", 2
v8_napinacz, "Belt Tensioner", 0, "Engine/MainShop", 0
v8_pasek_stary_1, "Serpentine Belt A (V8 OHV)", 0, "Engine/MainShop", 0
v8_pasek_stary_2, "Serpentine Belt B (V8 OHV)", 0, "Engine/MainShop", 0
v8_pasek1, "Serpentine Belt A (V8)", 0, "Engine/MainShop", 0
v8_pasek2b, "Serpentine Belt B (V8)", 0, "Engine/MainShop", 0
v8_pasek3, "Timing Belt (V8)", 0, "Engine/MainShop", 0
v8_pokrywa_glowicy_stara_1, "Engine Head Cover A (V8 OHV)", 1, "Engine/MainShop", 0
v8_pokrywa_glowicy_stara_2, "Engine Head Cover B (V8 OHV)", 1, "Engine/MainShop", 0
v8_pokrywa_glowicy1, "Engine Head Cover A (V8)", 1, "Engine/MainShop", 0
v8_pokrywa_glowicy2, "Engine Head Cover B (V8)", 1, "Engine/MainShop", 0
v8_pokrywa_swiec, "Coils Cover (V8)", 1, "Engine/MainShop", 0
v8_pompa_wody, "Water Pump (V8)", 3, "Engine/MainShop", 0
v8_pompaWody_stara, "Water Pump (V8 OHV)", 3, "Engine/MainShop", 0
v8_popychacz, "Valve Push Rod", 0, "Engine/MainShop", 0
v8_przepustnica, "Throttle (V8)", 4, "Engine/MainShop", 0
v8_przepustnica_2, "Throttle B (V8)", 4, "Engine/MainShop", 0
v8_rolkaWalka_stara, "Cam Gear (V8 OHV)", 0, "Engine/MainShop", 0
v8_rozrzad_oslona, "Timing Cover (V8)", 1, "Engine/MainShop", 0
v8_rozrzad_oslona_stara, "Timing Cover (V8 OHV)", 1, "Engine/MainShop", 0
v8_walek_rozrzadu, "Camshaft (V8)", 3, "Engine/MainShop", 0
v8_walek_stary, "Camshaft (V8 OHV)", 3, "Engine/MainShop", 0
v8_walKorbowy_stary, "Crankshaft (V8 OHV)", 4, "Engine/MainShop", 2
w_katalizator, "Catalytic Converter", 0, "Exhaust/MainShop", 2
w_r4_poczatkowy, "Front Exhaust Section", 0, "Exhaust/MainShop", 2
w_r4_poczatkowy_wzdluzny, "Front Exhaust Section (I4 SOHC)", 0, "Exhaust/MainShop", 2
w_r4_turbo_poczatkowy, "Front Exhaust Section (TURBO)", 0, "Exhaust/MainShop", 2
w_ruraLaczaca, "Exhaust Pipe", 0, "Exhaust/MainShop", 2
w_tlumik_koncowy, "Rear Muffler (I4)", 0, "Exhaust/MainShop", 2
w_tlumik_srodkowy_B, "Middle Muffler", 0, "Exhaust/MainShop", 2
w_tlumik_wzdluzny, "Rear Muffler", 0, "Exhaust/MainShop", 2
w_v8_koncowy, "Rear Muffler (V8)", 0, "Exhaust/MainShop", 2
w_v8_koncowy_stary, "Rear Muffler (V8 OHV)", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy, "Front Exhaust Pipe (V8)", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_h1, "Front Exhaust Pipe (V8) A", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_h2, "Front Exhaust Pipe (V8) B", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_h3, "Front Exhaust Pipe (V8) C", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_stary, "Front Exhaust Pipe (V8 OHV)", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_stary_h1, "Front Exhaust Pipe (V8 OHV) A", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_stary_h2, "Front Exhaust Pipe (V8 OHV) B", 0, "Exhaust/MainShop", 2
w_v8_poczatkowy_stary_h3, "Front Exhaust Pipe (V8 OHV) C", 0, "Exhaust/MainShop", 2
wahaczDlugiTyl_1, "Rear Suspension Arm", 1, "Suspension/MainShop", 1
wahaczDol_double, "Bottom Suspension Arm A", 2, "Suspension/MainShop", 2
wahaczDolny_1, "Lower Suspension Arm", 1, "Suspension/MainShop", 2
wahaczGora_double, "Upper Suspension Arm", 2, "Suspension/MainShop", 1
wahaczGora_double_2, "Upper Suspension Arm B", 2, "Suspension/MainShop", 1
wahaczKrotkiTyl_1, "Rear Suspension Upper Arm", 1, "Suspension/MainShop", 1
wahaczMost_1, "Solid-Axle Control Arm", 1, "Suspension/MainShop", 1
wahaczTyl_1, "Rear Suspension Arm A", 1, "Suspension/MainShop", 2
wahaczTyl_2, "Rear Suspension Arm B", 1, "Suspension/MainShop", 2
walKorbowy_1, "Crankshaft (V8)", 4, "Engine/MainShop", 2
walKorbowy_2, "Crankshaft (I4)", 4, "Engine/MainShop", 2
walNapedowy_1, "Drive Shaft", 3, "Gearbox/MainShop", 2
wentylator_2, "Radiator Fan (V8 OHV)", 2, "Engine/MainShop", 0
zaciskHamulcowy_1, "Brake Caliper", 2, "Brakes/MainShop", 1
zaciskHamulcowy_tloczek_1, "Brake Caliper Cylinder", 2, "Brakes/MainShop", 1
zaslepkaZwrotnicaTyl_1, "Wheel Hub Cap", 0, "Suspension/MainShop", 1
zwrotnicaPrzod_1, "Front Steering Knuckle A", 2, "Suspension/MainShop", 1
zwrotnicaPrzod_oslona_1, "Front Axle Knuckle Cover", 2, "Suspension/MainShop", 1
zwrotnicaPrzod_double, "Front Steering Knuckle B", 2, "Suspension/MainShop", 1
zwrotnicaPrzodBeben_1, "Wheel Hub 5", 2, "Suspension/MainShop", 1
zwrotnicaPrzod_double4, "Front Steering Knuckle F", 2, "Suspension/MainShop", 1
zwrotnicaPrzodBeben_oslona_1, "Wheel Hub 2", 2, "Suspension/MainShop", 1
zwrotnicaTyl_1, "Rear Axle Knuckle Housing A", 2, "Suspension/MainShop", 1
zwrotnicaTylBeben_1, "Rear Axle Knuckle Housing B", 2, "Suspension/MainShop", 1
zwrotnicaTylSztywna_1, "Rear Axle Knuckle Housing C", 2, "Suspension/MainShop", 1
zwrotnicaTyl_oslona_1, "Rear Axle Knuckle Cover", 2, "Suspension/MainShop", 1
zwrotnicaTyl_oslona_2, "Wheel Hub 3", 2, "Suspension/MainShop", 1
zwrotnicaTylBeben_oslona_1, "Wheel Hub 4", 2, "Suspension/MainShop", 1
filtr_paliwa_1, "Fuel Filter", 0, "Engine/MainShop", 0
wentylatorChlodnicy_1, "Radiator Fan Housing", 2, "Engine/MainShop", 0
wentylatorChlodnicy_1_fan_1, "Radiator Fan Housing Fan", 2, "Engine/MainShop", 0
wentylatorChlodnicy_2, "Radiator Fan Housing B", 2, "Engine/MainShop", 0
wentylatorChlodnicy_2_fan_1, "Radiator Fan Housing B Fan 1", 2, "Engine/MainShop", 0
wentylatorChlodnicy_2_fan_2, "Radiator Fan Housing B Fan 2", 2, "Engine/MainShop", 0
r6_wydech_poczatkowy, "Front Exhaust Section (I6)", 0, "Exhaust/MainShop", 2
r6_pokrywa_glowicy, "Engine Head Cover (I6)", 1, "Engine/MainShop", 0
r6_pasek_2, "Serpentine Belt B (I6)", 0, "Engine/MainShop", 0
r6_pasek_1, "Serpentine Belt A (I6)", 0, "Engine/MainShop", 0
r6_oslona_rozrzadu, "Timing Cover (I6)", 1, "Engine/MainShop", 0
r6_pompaWody, "Water Pump (I6)", 3, "Engine/MainShop", 0
r6_lancuch, "Timing Chain (I6)", 0, "Engine/MainShop", 0
r6_rolkaLancucha, "Timing Chain Sprocket (I6)", 0, "Engine/MainShop", 0
r6_kolektor_wydechowy, "Exhaust Manifold (I6)", 2, "Engine/MainShop", 0
r6_filtr, "Round Air Filter (side draft)", 0, "Engine/MainShop", 0
r6_gaznik_plaski, "Carburetor (2-barrel side draft)", 3, "Engine/MainShop", 0
r6_rolkaWalka, "Cam Gear (I6)", 0, "Engine/MainShop", 0
r6_walek_rozrzadu, "Camshaft (I6)", 3, "Engine/MainShop", 0
r6_glowica_dohc_wkladka, "Camshaft Cap (I6)", 0, "Engine/MainShop", 0
r6_glowica_dohc, "Engine Head (I6)", 4, "Engine/MainShop", 0
r6_miska_olejowa, "Oil Pan (I6)", 2, "Engine/MainShop", 2
r6_blok, "Engine Block (I6)", 4, "Engine/MainShop", 0
r6_wal_korbowy, "Crankshaft (I6)", 4, "Engine/MainShop", 2
r6_kolo_pasowe_walu, "Crankshaft Pulley (I6)", 0, "Engine/MainShop", 0
r6_filtr_oleju, "Oil Filter (I6)", 0, "Engine/MainShop", 2
sankiPrzod_4, "Front Suspension Crossmember C", 2, "Suspension/MainShop", 2
sankiPrzod_5, "Front Suspension Crossmember D", 2, "Suspension/MainShop", 2
sankiPrzod_6, "Front Suspension Crossmember E", 2, "Suspension/MainShop", 2
sankiPrzod_7, "Front Suspension Crossmember F", 2, "Suspension/MainShop", 2
sankiPrzod_9, "Front Suspension Crossmember H", 2, "Suspension/MainShop", 2
stabilizatorPrzod_2, "Front Sway Bar B", 0, "Suspension/MainShop", 2
zwrotnicaPrzod_double3, "Front Steering Knuckle C", 2, "Suspension/MainShop", 1
mostPrzedni_1, "Front Drive Axle D", 1, "Suspension/MainShop", 2
walNapedowy_2, "Front Drive Shaft B", 3, "Gearbox/MainShop", 2
skrzyniaRozdzielcza_1, "Transfer Case (4x4)", 4, "Gearbox/MainShop", 2
w_v8_poczatkowy_2, "Front Exhaust Pipe B (V8)", 0, "Exhaust/MainShop", 2
v8_pokrywa_glowicy1B, "Engine Head Cover C (V8)", 1, "Engine/MainShop", 0
v8_pokrywa_glowicy2B, "Engine Head Cover D (V8)", 1, "Engine/MainShop", 0
r6_2_wtrysku_walek, "Mechanical Fuel Injection Shaft", 3, "Engine/MainShop", 0
r6_2_glowica_wkladka, "Camshaft Bearing", 0, "Engine/MainShop", 0
wentylator_3, "Radiator Fan B", 2, "Engine/MainShop", 0
v8_supercharger_stary, "Supercharger (V8 OHV)", 4, "Engine/MainShop", 0
v8_supercharger_kolektor_dolotowy_stary, "Supercharger Intake Manifold (V8 OHV)", 3, "Engine/MainShop", 0
v8_supercharger_pasek_stary, "Supercharger Serpentine Belt (V8 OHV)", 0, "Engine/MainShop", 0
v8_supercharger_pasek2b, "Supercharger Serpentine Belt (V8)", 0, "Engine/MainShop", 0
v8_supercharger_kolektor_dolotowy, "Supercharger Intake Manifold (V8)", 3, "Engine/MainShop", 0
v8_supercharger, "Supercharger (V8)", 4, "Engine/MainShop", 0
rolka_pompy_wody_supercharger, "Supercharger Water Pump Pulley (V8 OHV)", 0, "Engine/MainShop", 0
v8_filtr_1, "Scoop Air Filter (V8 OHV)", 0, "Engine/MainShop", 0
v8_scoop_1, "Air Scoop (V8 OHV)", 0, "Engine/MainShop", 0
zwrotnicaPrzod_3, "Front Steering Knuckle D", 2, "Suspension/MainShop", 1
wahaczDol_double_2, "Bottom Suspension Arm B", 2, "Suspension/MainShop", 2
wahaczDol_double_3, "Bottom Suspension Arm C", 2, "Suspension/MainShop", 2
zwrotnicaTyl_double_2, "Rear Axle Knuckle Housing D", 2, "Suspension/MainShop", 1
polosNapedowaTylna_2, "Rear Drive Axle B", 2, "Suspension/MainShop", 1
piastaTyl_2, "Rear Wheel Hub B", 2, "Suspension/MainShop", 1
w12_przepustnica, "Throttle DXA", 4, "Engine/MainShop", 0
polosNapedowa_7, "Front Drive Axle E", 2, "Suspension/MainShop", 1
walNapedowy_4, "Front Drive Shaft C", 3, "Gearbox/MainShop", 2
i3_blok, "Engine Block (I3)", 4, "Engine/MainShop", 0
i3_gearbox, "Gearbox (I3)", 4, "Gearbox/MainShop", 2
i3_glowica, "Engine Head (I3)", 4, "Engine/MainShop", 0
i3_glowica_2, "Engine Head B (I3)", 4, "Engine/MainShop", 0
i3_glowica_wkladka, "Camshaft Cap (I3)", 0, "Engine/MainShop", 0
i3_kolektor_dolotowy, "Intake Manifold (I3)", 3, "Engine/MainShop", 0
i3_kolektor_wydechowy, "Exhaust Manifold (I3)", 2, "Engine/MainShop", 0
i3_listwa_wtryskowa, "Fuel Rail (I3)", 4, "Engine/MainShop", 0
i3_miska_olejowa, "Oil Pan (I3)", 2, "Engine/MainShop", 2
i3_oslona_rozrzadu, "Timing Cover (I3)", 1, "Engine/MainShop", 0
i3_pasek1, "Serpentine Belt A (I3)", 0, "Engine/MainShop", 0
i3_pasek2, "Serpentine Belt B (I3)", 0, "Engine/MainShop", 0
i3_pokrywa_glowicy, "Engine Head Cover (I3)", 1, "Engine/MainShop", 0
i3_przepustnica, "Throttle (I3)", 4, "Engine/MainShop", 0
i3_rolkaWalka, "Cam Gear (I3)", 0, "Engine/MainShop", 0
i3_termostat, "Thermostat (I3)", 4, "Engine/MainShop", 0
i3_turbo, "Turbocharger (I3)", 4, "Engine/MainShop", 0
i3_walek_rozrzadu, "Camshaft (I3)", 3, "Engine/MainShop", 0
i3_walKorbowy, "Crankshaft (I3)", 4, "Engine/MainShop", 2
i4_blok, "Engine Block (I4 B)", 4, "Engine/MainShop", 0
i4_filtr_dol, "Air Filter Base (I4 B)", 0, "Engine/MainShop", 0
i4_filtr_gora, "Air Filter Cover (I4 B)", 0, "Engine/MainShop", 0
i4_filtr_srodek, "Air Filter (I4 B)", 0, "Engine/MainShop", 0
i4_glowica, "Engine Head (I4 B)", 4, "Engine/MainShop", 0
i4_glowica_wkladka, "Camshaft Cap (I4 B)", 0, "Engine/MainShop", 0
i4_kolektor_dolotowy, "Intake Manifold (I4 B)", 3, "Engine/MainShop", 0
i4_kolektor_wydechowy, "Exhaust Manifold (I4 B)", 2, "Engine/MainShop", 0
i4_lancuch, "Timing Chain (I4 B)", 0, "Engine/MainShop", 0
i4_miska_olejowa, "Oil Pan (I4 B)", 2, "Engine/MainShop", 2
i4_oslona_rozrzadu, "Timing Cover A (I4 B)", 1, "Engine/MainShop", 0
i4_oslona_rozrzadu_tyl, "Timing Cover B (I4 B)", 1, "Engine/MainShop", 0
i4_pasek_1, "Serpentine Belt A (I4 B)", 0, "Engine/MainShop", 0
i4_pasek_2, "Serpentine Belt B (I4 B)", 0, "Engine/MainShop", 0
i4_pokrywa_glowicy, "Engine Head Cover (I4 B)", 1, "Engine/MainShop", 0
i4_pompa_wody, "Water Pump (I4 B)", 3, "Engine/MainShop", 0
i4_pompa_wspomagania, "Power Steering Pump (I4 B)", 4, "Engine/MainShop", 0
i4_rolkaWalka_1, "Cam Gear A (I4 B)", 0, "Engine/MainShop", 0
i4_rolkaWalka_2, "Cam Gear B (I4 B)", 0, "Engine/MainShop", 0
i4_turbo, "Turbocharger (I4 B)", 4, "Engine/MainShop", 0
i4_walek_rozrzadu, "Camshaft (I4 B)", 3, "Engine/MainShop", 0
i4_walKorbowy, "Crankshaft (I4 B)", 4, "Engine/MainShop", 2
i4_wtrysk, "Fuel Injector (I4 B)", 5, "Engine/MainShop", 0
i6_old_blok, "Engine Block (I6 B)", 4, "Engine/MainShop", 0
i6_old_filtr_dol, "Air Filter Base (I6 B)", 0, "Engine/MainShop", 0
i6_old_filtr_gora, "Air Filter Cover (I6 B)", 0, "Engine/MainShop", 0
i6_old_filtr_srodek, "Air Filter (I6 B)", 0, "Engine/MainShop", 0
i6_old_gearbox, "Gearbox (I6 B)", 4, "Gearbox/MainShop", 2
i6_old_glowica, "Engine Head (I6 B)", 4, "Engine/MainShop", 0
i6_old_kolektor_dolotowy, "Intake Manifold (I6 B)", 3, "Engine/MainShop", 0
i6_old_kolektor_wydechowy, "Exhaust Manifold (I6 B)", 2, "Engine/MainShop", 0
i6_old_lancuch, "Timing Chain (I6 B)", 0, "Engine/MainShop", 0
i6_old_miska_olejowa, "Oil Pan (I6 B)", 2, "Engine/MainShop", 2
i6_old_oslona_rozrzadu, "Timing Cover (I6 B)", 1, "Engine/MainShop", 0
i6_old_pasek1, "Serpentine Belt A (I6 B)", 0, "Engine/MainShop", 0
i6_old_pasek_2, "Serpentine Belt B (I6 B)", 0, "Engine/MainShop", 0
i6_old_pokrywa_glowicy, "Engine Head Cover (I6 B)", 1, "Engine/MainShop", 0
i6_old_pompaWody, "Water Pump (I6 B)", 3, "Engine/MainShop", 0
i6_old_pompaWspomagania, "Power Steering Pump (I6 B)", 3, "Engine/MainShop", 0
i6_old_popychacz, "Valve Push Rod (I6 B)", 0, "Engine/MainShop", 0
i6_old_przepustnica, "Carburetor (I6 B)", 4, "Engine/MainShop", 0
i6_old_raczka1, "Arm A (I6 B)", 0, "Engine/MainShop", 0
i6_old_raczka2, "Arm B (I6 B)", 0, "Engine/MainShop", 0
i6_old_rolkaWalka, "Cam Gear (I6 B)", 0, "Engine/MainShop", 0
i6_old_termostat, "Fuel Pump (I6 B)", 4, "Engine/MainShop", 0
i6_old_walek, "Camshaft (I6 B)", 3, "Engine/MainShop", 0
i6_old_walKorbowy, "Crankshaft (I6 B)", 4, "Engine/MainShop", 2
rot_new_filtr_dol, "Air Filter Base (Type A)", 0, "Engine/MainShop", 0
rot_new_filtr_gora, "Air Filter Cover (Type A)", 0, "Engine/MainShop", 0
